OrderID,OrderDate,CustomerID,ProductID,Quantity
US-2017-164147,2017-02-02,DW-13585,TEC-PH-10002293,5
US-2017-164147,2017-02-02,DW-13585,OFF-PA-10002377,2
US-2017-164147,2017-02-02,DW-13585,OFF-FA-10002780,9
CA-2016-145583,2016-10-13,LC-16885,OFF-PA-10001804,3
CA-2016-145583,2016-10-13,LC-16885,OFF-PA-10001736,1
CA-2016-145583,2016-10-13,LC-16885,OFF-AR-10001149,4
CA-2016-145583,2016-10-13,LC-16885,OFF-FA-10002988,2
CA-2016-145583,2016-10-13,LC-16885,OFF-BI-10004781,3
CA-2016-145583,2016-10-13,LC-16885,OFF-SU-10001218,6
CA-2016-145583,2016-10-13,LC-16885,FUR-FU-10001706,14
CA-2016-110366,2016-09-05,JD-15895,FUR-FU-10004848,2
CA-2017-106180,2017-09-18,SH-19975,OFF-AR-10000940,3
CA-2017-106180,2017-09-18,SH-19975,OFF-EN-10004030,3
CA-2017-106180,2017-09-18,SH-19975,OFF-PA-10004327,3
CA-2017-155376,2017-12-22,SG-20080,OFF-AP-10001058,3
CA-2015-110744,2015-09-07,HA-14920,OFF-ST-10003656,7
CA-2014-110072,2014-10-22,MG-17680,FUR-FU-10000521,4
CA-2016-114489,2016-12-05,JE-16165,TEC-PH-10000215,11
CA-2016-114489,2016-12-05,JE-16165,TEC-PH-10001448,3
CA-2016-114489,2016-12-05,JE-16165,FUR-CH-10000454,8
CA-2016-114489,2016-12-05,JE-16165,OFF-BI-10002735,5
CA-2016-158834,2016-03-13,TW-21025,OFF-AP-10000326,5
CA-2016-158834,2016-03-13,TW-21025,TEC-PH-10001254,2
CA-2015-124919,2015-05-31,SP-20650,OFF-PA-10001950,7
CA-2015-124919,2015-05-31,SP-20650,OFF-PA-10002254,4
CA-2015-124919,2015-05-31,SP-20650,OFF-ST-10001590,6
CA-2015-118948,2015-05-28,NK-18490,OFF-AR-10001547,3
CA-2014-104269,2014-03-01,DB-13060,FUR-CH-10004063,2
CA-2016-114104,2016-11-20,NP-18670,OFF-LA-10002475,2
CA-2016-114104,2016-11-20,NP-18670,TEC-PH-10004536,7
CA-2016-162733,2016-05-11,TT-21070,OFF-PA-10002751,1
CA-2015-119697,2015-12-28,EM-13960,TEC-AC-10003657,2
CA-2016-154508,2016-11-16,RD-19900,OFF-EN-10001990,5
CA-2016-113817,2016-11-07,MJ-17740,OFF-BI-10004002,2
CA-2014-139892,2014-09-08,BM-11140,OFF-AR-10004441,3
CA-2014-139892,2014-09-08,BM-11140,TEC-MA-10000822,8
CA-2014-139892,2014-09-08,BM-11140,OFF-ST-10000991,3
CA-2014-139892,2014-09-08,BM-11140,FUR-CH-10004287,9
CA-2014-139892,2014-09-08,BM-11140,OFF-AR-10002656,6
CA-2014-139892,2014-09-08,BM-11140,OFF-AP-10002518,5
CA-2014-139892,2014-09-08,BM-11140,TEC-PH-10003931,3
CA-2014-118962,2014-08-05,CS-12130,OFF-PA-10000659,3
CA-2014-118962,2014-08-05,CS-12130,OFF-PA-10001144,2
CA-2014-118962,2014-08-05,CS-12130,FUR-CH-10003817,7
US-2014-100853,2014-09-14,JB-15400,OFF-AP-10000891,2
US-2014-100853,2014-09-14,JB-15400,OFF-LA-10003148,4
US-2017-152366,2017-04-21,SJ-20500,OFF-AP-10002684,4
US-2015-101511,2015-11-21,JE-15745,FUR-CH-10004698,7
US-2015-101511,2015-11-21,JE-15745,OFF-SU-10002189,5
CA-2015-137225,2015-12-15,JK-15640,OFF-AR-10001940,1
CA-2014-166191,2014-12-05,DK-13150,OFF-ST-10003455,2
CA-2014-166191,2014-12-05,DK-13150,TEC-AC-10004659,7
CA-2014-158274,2014-11-19,RM-19675,TEC-PH-10003273,4
CA-2014-158274,2014-11-19,RM-19675,TEC-PH-10004896,5
CA-2014-158274,2014-11-19,RM-19675,TEC-AC-10002345,2
CA-2016-105018,2016-11-28,SK-19990,OFF-BI-10001890,2
CA-2014-123260,2014-08-26,FM-14290,TEC-AC-10002323,8
CA-2016-157000,2016-07-16,AM-10360,OFF-ST-10001328,3
CA-2016-157000,2016-07-16,AM-10360,OFF-PA-10001950,3
CA-2015-102281,2015-10-12,MP-17470,FUR-BO-10002613,4
CA-2015-102281,2015-10-12,MP-17470,TEC-PH-10001552,6
CA-2015-102281,2015-10-12,MP-17470,OFF-PA-10000061,8
CA-2015-102281,2015-10-12,MP-17470,FUR-BO-10002545,3
CA-2015-102281,2015-10-12,MP-17470,OFF-AR-10003514,5
CA-2015-131457,2015-10-31,MZ-17515,OFF-EN-10001509,7
CA-2014-140004,2014-03-21,CB-12025,OFF-AR-10004685,2
CA-2014-140004,2014-03-21,CB-12025,OFF-AR-10004027,3
CA-2017-107720,2017-11-06,VM-21685,OFF-ST-10001414,3
US-2017-124303,2017-07-06,FH-14365,OFF-BI-10000343,2
US-2017-124303,2017-07-06,FH-14365,OFF-PA-10002749,3
CA-2017-105074,2017-06-24,MB-17305,OFF-PA-10002666,3
CA-2014-133690,2014-08-03,BS-11755,FUR-TA-10004289,2
CA-2014-133690,2014-08-03,BS-11755,OFF-AP-10003622,1
US-2017-116701,2017-12-17,LC-17140,OFF-AP-10003217,2
CA-2017-126382,2017-06-03,HK-14890,FUR-FU-10002960,7
CA-2017-108329,2017-12-09,LE-16810,TEC-PH-10001918,4
CA-2017-135860,2017-12-01,JH-15985,OFF-ST-10000642,4
CA-2017-135860,2017-12-01,JH-15985,TEC-PH-10001700,2
CA-2017-135860,2017-12-01,JH-15985,OFF-BI-10003274,4
CA-2017-135860,2017-12-01,JH-15985,OFF-FA-10000134,9
CA-2017-135860,2017-12-01,JH-15985,OFF-ST-10001522,1
CA-2015-101007,2015-02-09,MS-17980,TEC-AC-10001266,2
CA-2015-146262,2015-01-02,VW-21775,OFF-LA-10004544,2
CA-2015-146262,2015-01-02,VW-21775,FUR-BO-10004695,5
CA-2015-146262,2015-01-02,VW-21775,TEC-PH-10002844,3
CA-2015-146262,2015-01-02,VW-21775,TEC-MA-10000864,9
CA-2015-146262,2015-01-02,VW-21775,TEC-AC-10000109,2
CA-2016-130162,2016-10-28,JH-15910,OFF-ST-10001328,6
CA-2016-130162,2016-10-28,JH-15910,TEC-PH-10002563,3
CA-2015-169397,2015-12-24,JB-15925,OFF-FA-10000585,2
CA-2015-169397,2015-12-24,JB-15925,OFF-PA-10004000,6
CA-2015-169397,2015-12-24,JB-15925,OFF-BI-10002852,4
CA-2015-169397,2015-12-24,JB-15925,FUR-FU-10000087,4
CA-2015-169397,2015-12-24,JB-15925,TEC-MA-10001148,4
CA-2015-169397,2015-12-24,JB-15925,OFF-AR-10001958,2
CA-2015-163055,2015-08-09,DS-13180,OFF-AR-10001026,1
CA-2015-163055,2015-08-09,DS-13180,FUR-TA-10003748,5
CA-2015-163055,2015-08-09,DS-13180,OFF-ST-10002485,1
US-2015-145436,2015-02-28,VD-21670,FUR-CH-10004860,2
US-2015-145436,2015-02-28,VD-21670,FUR-CH-10004477,8
US-2014-156216,2014-09-13,EA-14035,OFF-BI-10001679,7
US-2017-100930,2017-04-07,CS-12400,FUR-TA-10001705,2
US-2017-100930,2017-04-07,CS-12400,FUR-TA-10003473,3
US-2017-100930,2017-04-07,CS-12400,OFF-BI-10001679,2
US-2017-100930,2017-04-07,CS-12400,FUR-FU-10004017,3
US-2017-100930,2017-04-07,CS-12400,TEC-AC-10003832,3
CA-2017-160514,2017-11-12,DB-13120,OFF-PA-10002479,2
CA-2016-157749,2016-06-04,KL-16645,OFF-PA-10003349,5
CA-2016-157749,2016-06-04,KL-16645,FUR-FU-10000576,5
CA-2016-157749,2016-06-04,KL-16645,FUR-FU-10004351,3
CA-2016-157749,2016-06-04,KL-16645,TEC-PH-10000011,2
CA-2016-157749,2016-06-04,KL-16645,FUR-TA-10002607,5
CA-2016-157749,2016-06-04,KL-16645,FUR-FU-10002505,3
CA-2016-157749,2016-06-04,KL-16645,OFF-AR-10004685,2
CA-2014-131926,2014-06-01,DW-13480,FUR-CH-10004063,7
CA-2014-131926,2014-06-01,DW-13480,OFF-ST-10002276,2
CA-2014-131926,2014-06-01,DW-13480,OFF-PA-10004082,6
CA-2014-131926,2014-06-01,DW-13480,OFF-AP-10002945,5
CA-2014-131926,2014-06-01,DW-13480,OFF-PA-10000061,4
CA-2016-154739,2016-12-10,LH-17155,FUR-CH-10002965,2
CA-2016-145625,2016-09-11,KC-16540,OFF-PA-10004569,1
CA-2016-145625,2016-09-11,KC-16540,TEC-AC-10003832,13
CA-2016-146941,2016-12-10,DL-13315,OFF-ST-10001228,6
CA-2016-146941,2016-12-10,DL-13315,OFF-EN-10003296,4
US-2015-159982,2015-11-28,DR-12880,FUR-FU-10002505,9
US-2015-159982,2015-11-28,DR-12880,OFF-ST-10004804,2
US-2015-159982,2015-11-28,DR-12880,OFF-ST-10001590,5
US-2015-159982,2015-11-28,DR-12880,TEC-PH-10001580,6
CA-2017-163139,2017-12-01,CC-12670,TEC-AC-10000290,3
CA-2017-163139,2017-12-01,CC-12670,OFF-ST-10002790,3
CA-2017-163139,2017-12-01,CC-12670,OFF-BI-10003460,5
US-2017-155299,2017-06-08,Dl-13600,OFF-AP-10002203,2
US-2014-106992,2014-09-19,SB-20290,TEC-MA-10000822,3
US-2014-106992,2014-09-19,SB-20290,TEC-MA-10003353,7
CA-2016-125318,2016-06-06,RC-19825,TEC-PH-10001433,4
CA-2015-155040,2015-11-10,AH-10210,TEC-AC-10004469,2
CA-2017-136826,2017-06-16,CB-12535,OFF-AR-10003602,3
CA-2016-111010,2016-01-22,PG-18895,OFF-FA-10003472,6
US-2017-145366,2017-12-09,CA-12310,OFF-ST-10004180,1
US-2017-145366,2017-12-09,CA-12310,OFF-EN-10004386,3
CA-2017-163979,2017-12-28,KH-16690,OFF-ST-10003208,4
CA-2015-155334,2015-07-30,HA-14920,TEC-AC-10003628,7
CA-2015-155334,2015-07-30,HA-14920,FUR-FU-10003274,3
CA-2015-155334,2015-07-30,HA-14920,OFF-BI-10002557,3
CA-2017-118136,2017-09-16,BB-10990,OFF-PA-10002615,2
CA-2017-118136,2017-09-16,BB-10990,OFF-AR-10001427,1
CA-2017-132976,2017-10-13,AG-10495,OFF-PA-10000673,2
CA-2017-132976,2017-10-13,AG-10495,OFF-PA-10004470,4
CA-2017-132976,2017-10-13,AG-10495,OFF-ST-10000876,6
CA-2017-132976,2017-10-13,AG-10495,OFF-LA-10002043,3
US-2015-161991,2015-09-26,SC-20725,OFF-BI-10004967,5
US-2015-161991,2015-09-26,SC-20725,TEC-PH-10001760,7
CA-2015-130890,2015-11-02,JO-15280,FUR-TA-10002903,5
CA-2015-130883,2015-09-26,TB-21520,OFF-PA-10000474,5
CA-2015-130883,2015-09-26,TB-21520,TEC-AC-10001956,5
CA-2015-130883,2015-09-26,TB-21520,OFF-PA-10004100,6
CA-2016-112697,2016-12-18,AH-10195,OFF-BI-10000778,7
CA-2016-112697,2016-12-18,AH-10195,OFF-AP-10002684,2
CA-2016-112697,2016-12-18,AH-10195,OFF-SU-10000646,5
CA-2016-110772,2016-11-20,NZ-18565,OFF-FA-10002983,7
CA-2016-110772,2016-11-20,NZ-18565,OFF-LA-10004689,8
CA-2016-110772,2016-11-20,NZ-18565,TEC-AC-10002001,2
CA-2016-110772,2016-11-20,NZ-18565,FUR-BO-10004709,3
CA-2014-111451,2014-12-26,KL-16555,FUR-FU-10004091,8
CA-2014-111451,2014-12-26,KL-16555,FUR-CH-10001891,3
CA-2014-111451,2014-12-26,KL-16555,FUR-FU-10002918,3
CA-2014-111451,2014-12-26,KL-16555,OFF-BI-10004593,5
CA-2014-111451,2014-12-26,KL-16555,OFF-FA-10004854,3
CA-2016-142545,2016-10-28,JD-15895,OFF-PA-10002105,5
CA-2016-142545,2016-10-28,JD-15895,OFF-ST-10002756,8
CA-2016-142545,2016-10-28,JD-15895,OFF-PA-10004243,3
CA-2016-142545,2016-10-28,JD-15895,FUR-FU-10001861,4
CA-2016-142545,2016-10-28,JD-15895,OFF-BI-10002706,1
US-2017-152380,2017-11-19,JH-15910,FUR-TA-10002533,3
CA-2015-144253,2015-05-04,AS-10225,FUR-FU-10002671,2
CA-2014-130960,2014-12-30,KB-16600,OFF-AR-10003651,3
CA-2014-111003,2014-06-01,CR-12625,OFF-BI-10001072,3
CA-2014-111003,2014-06-01,CR-12625,OFF-AR-10002135,6
CA-2017-126774,2017-04-15,SH-20395,OFF-AR-10002804,1
CA-2016-142902,2016-09-12,BP-11185,FUR-FU-10001918,4
CA-2016-142902,2016-09-12,BP-11185,FUR-CH-10004086,2
CA-2016-142902,2016-09-12,BP-11185,FUR-FU-10001756,1
CA-2016-142902,2016-09-12,BP-11185,OFF-LA-10000634,3
CA-2014-120887,2014-09-27,TS-21205,FUR-FU-10001588,3
CA-2014-167850,2014-08-09,AG-10525,TEC-PH-10002398,2
CA-2014-167850,2014-08-09,AG-10525,OFF-PA-10001937,3
CA-2014-164259,2014-12-28,SP-20860,OFF-AR-10003373,4
CA-2014-164973,2014-11-04,NM-18445,FUR-CH-10002602,1
CA-2014-164973,2014-11-04,NM-18445,TEC-MA-10002927,2
CA-2014-164973,2014-11-04,NM-18445,TEC-PH-10004093,6
CA-2014-164973,2014-11-04,NM-18445,TEC-AC-10000892,4
CA-2014-164973,2014-11-04,NM-18445,OFF-ST-10002974,1
CA-2014-156601,2014-09-19,FA-14230,OFF-FA-10000624,2
CA-2016-162138,2016-04-23,GK-14620,OFF-BI-10004593,6
CA-2016-162138,2016-04-23,GK-14620,TEC-AC-10001908,1
CA-2017-153339,2017-11-03,DJ-13510,FUR-FU-10001967,1
US-2016-141544,2016-08-30,PO-18850,TEC-PH-10003645,3
US-2016-141544,2016-08-30,PO-18850,OFF-ST-10000675,2
US-2016-141544,2016-08-30,PO-18850,FUR-CH-10003312,4
US-2016-141544,2016-08-30,PO-18850,OFF-LA-10001074,10
US-2016-141544,2016-08-30,PO-18850,OFF-BI-10001524,6
US-2016-150147,2016-04-25,JL-15850,TEC-PH-10004614,2
US-2016-150147,2016-04-25,JL-15850,OFF-BI-10001153,2
US-2016-150147,2016-04-25,JL-15850,OFF-BI-10001982,3
CA-2015-137946,2015-09-01,DB-13615,OFF-BI-10001922,1
CA-2015-137946,2015-09-01,DB-13615,TEC-CO-10001449,2
CA-2015-137946,2015-09-01,DB-13615,OFF-BI-10004140,4
CA-2014-129924,2014-07-12,AC-10420,OFF-BI-10003314,2
CA-2014-129924,2014-07-12,AC-10420,FUR-TA-10004575,3
CA-2015-128167,2015-06-22,KL-16645,OFF-FA-10000490,4
CA-2014-122336,2014-04-13,JD-15895,OFF-AR-10000122,4
CA-2014-122336,2014-04-13,JD-15895,OFF-BI-10003656,10
CA-2014-122336,2014-04-13,JD-15895,OFF-FA-10002780,13
CA-2014-122336,2014-04-13,JD-15895,TEC-PH-10000702,12
US-2015-120712,2015-12-20,CS-12130,OFF-ST-10000107,4
CA-2017-169901,2017-06-15,CC-12550,TEC-PH-10002293,3
CA-2017-134306,2017-07-08,TD-20995,OFF-AR-10004027,3
CA-2017-134306,2017-07-08,TD-20995,OFF-PA-10000249,2
CA-2017-134306,2017-07-08,TD-20995,OFF-AR-10001374,2
CA-2016-129714,2016-09-01,AB-10060,TEC-AC-10000290,1
CA-2016-129714,2016-09-01,AB-10060,OFF-PA-10001970,2
CA-2016-129714,2016-09-01,AB-10060,OFF-BI-10002160,1
CA-2016-129714,2016-09-01,AB-10060,OFF-BI-10004995,4
CA-2016-138520,2016-04-08,JL-15505,FUR-BO-10002268,6
CA-2016-138520,2016-04-08,JL-15505,OFF-EN-10001137,2
CA-2016-138520,2016-04-08,JL-15505,OFF-AR-10002399,4
CA-2016-138520,2016-04-08,JL-15505,OFF-PA-10002713,5
CA-2016-130001,2016-04-23,HK-14890,OFF-PA-10002666,5
CA-2017-155698,2017-03-08,VB-21745,OFF-AP-10001124,8
CA-2017-155698,2017-03-08,VB-21745,OFF-LA-10001158,2
CA-2017-144904,2017-09-25,KW-16435,OFF-LA-10001158,2
CA-2017-144904,2017-09-25,KW-16435,FUR-CH-10000785,3
CA-2017-144904,2017-09-25,KW-16435,OFF-AR-10003732,2
CA-2017-144904,2017-09-25,KW-16435,FUR-FU-10000023,8
CA-2014-123344,2014-09-24,JD-16060,OFF-ST-10001713,4
CA-2016-155516,2016-10-21,MK-17905,OFF-BI-10002412,4
CA-2016-155516,2016-10-21,MK-17905,OFF-SU-10001225,2
CA-2016-155516,2016-10-21,MK-17905,OFF-ST-10002406,7
CA-2016-155516,2016-10-21,MK-17905,FUR-BO-10002545,4
CA-2017-104745,2017-05-29,GT-14755,OFF-PA-10002036,5
CA-2017-104745,2017-05-29,GT-14755,OFF-ST-10002205,3
US-2014-119137,2014-07-23,AG-10900,OFF-BI-10001982,5
US-2014-119137,2014-07-23,AG-10900,TEC-AC-10003911,8
US-2014-119137,2014-07-23,AG-10900,OFF-AR-10000658,1
US-2014-119137,2014-07-23,AG-10900,TEC-AC-10002076,10
US-2016-134656,2016-09-28,MM-18280,OFF-PA-10003039,4
US-2017-134481,2017-08-27,AR-10405,FUR-TA-10004915,7
CA-2015-130792,2015-04-28,RA-19915,OFF-AP-10000696,3
CA-2015-130792,2015-04-28,RA-19915,OFF-ST-10003327,3
CA-2015-130792,2015-04-28,RA-19915,OFF-BI-10000309,4
CA-2016-134775,2016-10-28,AS-10285,OFF-PA-10004734,7
CA-2016-134775,2016-10-28,AS-10285,OFF-BI-10002225,3
CA-2015-125395,2015-06-26,LA-16780,TEC-AC-10004708,2
US-2015-168935,2015-11-27,DO-13435,FUR-TA-10000617,3
US-2015-168935,2015-11-27,DO-13435,TEC-AC-10002335,3
CA-2015-122756,2015-12-03,DK-13225,TEC-MA-10001681,4
CA-2015-122756,2015-12-03,DK-13225,FUR-FU-10001935,1
CA-2014-115973,2014-11-24,NG-18430,OFF-AR-10004757,1
CA-2017-101798,2017-12-11,MV-18190,OFF-BI-10000050,4
CA-2017-101798,2017-12-11,MV-18190,TEC-AC-10001998,2
US-2014-135972,2014-09-21,JG-15115,TEC-PH-10003012,2
US-2014-135972,2014-09-21,JG-15115,TEC-CO-10002313,3
US-2014-134971,2014-06-07,BP-11095,OFF-BI-10003982,3
CA-2017-102946,2017-06-30,VP-21730,OFF-BI-10004492,3
CA-2017-165603,2017-10-17,SS-20140,OFF-ST-10000798,2
CA-2017-165603,2017-10-17,SS-20140,OFF-PA-10002552,2
CA-2015-122259,2015-10-31,HP-14815,OFF-SU-10002573,4
CA-2016-108987,2016-09-08,AG-10675,OFF-ST-10001580,3
CA-2016-108987,2016-09-08,AG-10675,FUR-BO-10004834,4
CA-2016-108987,2016-09-08,AG-10675,OFF-ST-10000934,4
