CustomerID,Country,City,State,PostalCode,Region,AddressID
AD-10180,United States,Houston,Texas,77041,Central,AD000061
PF-19165,United States,Bloomington,Illinois,61701,Central,AD000062
TS-21610,United States,Phoenix,Arizona,85023,West,AD000063
LS-16975,United States,Los Angeles,California,90004,West,AD000064
DW-13585,United States,Columbus,Ohio,43229,East,AD000065
LC-16885,United States,Roseville,California,95661,West,AD000066
JD-15895,United States,Philadelphia,Pennsylvania,19140,East,AD000067
SH-19975,United States,San Francisco,California,94122,West,AD000068
SG-20080,United States,Independence,Missouri,64055,Central,AD000069
HA-14920,United States,Pasadena,California,91104,West,AD000070
MG-17680,United States,Newark,Ohio,43055,East,AD000071
JE-16165,United States,Franklin,Wisconsin,53132,Central,AD000072
TW-21025,United States,Scottsdale,Arizona,85254,West,AD000073
SP-20650,United States,San Jose,California,95123,West,AD000074
NK-18490,United States,Seattle,Washington,98105,West,AD000075
DB-13060,United States,Seattle,Washington,98115,West,AD000076
NP-18670,United States,Edmond,Oklahoma,73034,Central,AD000077
TT-21070,United States,Los Angeles,California,90045,West,AD000078
EM-13960,United States,Philadelphia,Pennsylvania,19134,East,AD000079
RD-19900,United States,Carlsbad,New Mexico,88220,West,AD000080
MJ-17740,United States,Seattle,Washington,98115,West,AD000081
BM-11140,United States,San Antonio,Texas,78207,Central,AD000082
CS-12130,United States,Los Angeles,California,90004,West,AD000083
JB-15400,United States,Chicago,Illinois,60623,Central,AD000084
SJ-20500,United States,Houston,Texas,77036,Central,AD000085
JE-15745,United States,Newark,Ohio,43055,East,AD000086
JK-15640,United States,New York City,New York,10009,East,AD000087
DK-13150,United States,Decatur,Illinois,62521,Central,AD000088
RM-19675,United States,Monroe,Louisiana,71203,South,AD000089
SK-19990,United States,Fairfield,Connecticut,6824,East,AD000090
FM-14290,United States,Los Angeles,California,90032,West,AD000091
AM-10360,United States,Grand Prairie,Texas,75051,Central,AD000092
MP-17470,United States,New York City,New York,10035,East,AD000093
MZ-17515,United States,Redlands,California,92374,West,AD000094
CB-12025,United States,Hamilton,Ohio,45011,East,AD000095
VM-21685,United States,Westfield,New Jersey,7090,East,AD000096
FH-14365,United States,Philadelphia,Pennsylvania,19120,East,AD000097
MB-17305,United States,Akron,Ohio,44312,East,AD000098
BS-11755,United States,Denver,Colorado,80219,West,AD000099
LC-17140,United States,Dallas,Texas,75220,Central,AD000100
HK-14890,United States,Franklin,Tennessee,37064,South,AD000101
LE-16810,United States,Whittier,California,90604,West,AD000102
JH-15985,United States,Saginaw,Michigan,48601,Central,AD000103
MS-17980,United States,Dallas,Texas,75220,Central,AD000104
VW-21775,United States,Medina,Ohio,44256,East,AD000105
JH-15910,United States,Los Angeles,California,90032,West,AD000106
JB-15925,United States,Dublin,Ohio,43017,East,AD000107
DS-13180,United States,Detroit,Michigan,48227,Central,AD000108
VD-21670,United States,Columbia,Tennessee,38401,South,AD000109
EA-14035,United States,Charlotte,North Carolina,28205,South,AD000110
CS-12400,United States,Tampa,Florida,33614,South,AD000111
DB-13120,United States,Santa Clara,California,95051,West,AD000112
KL-16645,United States,Chicago,Illinois,60610,Central,AD000113
DW-13480,United States,Lakeville,Minnesota,55044,Central,AD000114
LH-17155,United States,San Francisco,California,94109,West,AD000115
KC-16540,United States,San Diego,California,92037,West,AD000116
DL-13315,United States,New York City,New York,10024,East,AD000117
DR-12880,United States,Chicago,Illinois,60623,Central,AD000118
CC-12670,United States,New York City,New York,10009,East,AD000119
Dl-13600,United States,Pasadena,Texas,77506,Central,AD000120
SB-20290,United States,Houston,Texas,77036,Central,AD000121
RC-19825,United States,Chicago,Illinois,60610,Central,AD000122
AH-10210,United States,Brentwood,California,94513,West,AD000123
CB-12535,United States,Chapel Hill,North Carolina,27514,South,AD000124
PG-18895,United States,Morristown,New Jersey,7960,East,AD000125
CA-12310,United States,Cincinnati,Ohio,45231,East,AD000126
KH-16690,United States,San Francisco,California,94110,West,AD000127
HA-14920,United States,San Francisco,California,94109,West,AD000128
BB-10990,United States,Inglewood,California,90301,West,AD000129
AG-10495,United States,Philadelphia,Pennsylvania,19140,East,AD000130
SC-20725,United States,Houston,Texas,77070,Central,AD000131
JO-15280,United States,Los Angeles,California,90004,West,AD000132
TB-21520,United States,Portland,Oregon,97206,West,AD000133
AH-10195,United States,Tamarac,Florida,33319,South,AD000134
NZ-18565,United States,Columbus,Ohio,43229,East,AD000135
KL-16555,United States,Colorado Springs,Colorado,80906,West,AD000136
JD-15895,United States,Belleville,New Jersey,7109,East,AD000137
JH-15910,United States,Chicago,Illinois,60623,Central,AD000138
AS-10225,United States,New York City,New York,10024,East,AD000139
KB-16600,United States,Taylor,Michigan,48180,Central,AD000140
CR-12625,United States,Lakewood,New Jersey,8701,East,AD000141
SH-20395,United States,Arlington,Virginia,22204,South,AD000142
BP-11185,United States,Arvada,Colorado,80004,West,AD000143
TS-21205,United States,Hackensack,New Jersey,7601,East,AD000144
AG-10525,United States,Saint Petersburg,Florida,33710,South,AD000145
SP-20860,United States,Philadelphia,Pennsylvania,19143,East,AD000146
NM-18445,United States,New York City,New York,10024,East,AD000147
FA-14230,United States,Long Beach,California,90805,West,AD000148
GK-14620,United States,Hesperia,California,92345,West,AD000149
DJ-13510,United States,Murfreesboro,Tennessee,37130,South,AD000150
PO-18850,United States,Philadelphia,Pennsylvania,19143,East,AD000151
JL-15850,United States,Philadelphia,Pennsylvania,19134,East,AD000152
DB-13615,United States,Los Angeles,California,90045,West,AD000153
AC-10420,United States,San Francisco,California,94122,West,AD000154
KL-16645,United States,Layton,Utah,84041,West,AD000155
CS-12130,United States,Austin,Texas,78745,Central,AD000156
CC-12550,United States,San Francisco,California,94122,West,AD000157
TD-20995,United States,Lowell,Massachusetts,1852,East,AD000158
AB-10060,United States,New York City,New York,10009,East,AD000159
JL-15505,United States,New York City,New York,10035,East,AD000160
HK-14890,United States,Charlotte,North Carolina,28205,South,AD000161
VB-21745,United States,Columbus,Georgia,31907,South,AD000162
KW-16435,United States,New York City,New York,10009,East,AD000163
JD-16060,United States,San Francisco,California,94109,West,AD000164
MK-17905,United States,Manchester,Connecticut,6040,East,AD000165
GT-14755,United States,Harlingen,Texas,78550,Central,AD000166
AG-10900,United States,Tucson,Arizona,85705,West,AD000167
MM-18280,United States,Quincy,Illinois,62301,Central,AD000168
AR-10405,United States,Franklin,Massachusetts,2038,East,AD000169
RA-19915,United States,Houston,Texas,77095,Central,AD000170
AS-10285,United States,San Francisco,California,94109,West,AD000171
LA-16780,United States,Taylor,Michigan,48180,Central,AD000172
DO-13435,United States,Pembroke Pines,Florida,33024,South,AD000173
DK-13225,United States,Philadelphia,Pennsylvania,19140,East,AD000174
NG-18430,United States,Cincinnati,Ohio,45231,East,AD000175
MV-18190,United States,New York City,New York,10009,East,AD000176
JG-15115,United States,Des Moines,Washington,98198,West,AD000177
BP-11095,United States,Peoria,Illinois,61604,Central,AD000178
VP-21730,United States,Las Vegas,Nevada,89115,West,AD000179
SS-20140,United States,Warwick,Rhode Island,2886,East,AD000180
HP-14815,United States,Jackson,Michigan,49201,Central,AD000181
AG-10675,United States,Houston,Texas,77036,Central,AD000182
LF-17185,United States,Miami,Florida,33180,South,AD000183
SP-20650,United States,Wilmington,North Carolina,28403,South,AD000184
RF-19840,United States,New York City,New York,10024,East,AD000185
KH-16510,United States,San Francisco,California,94110,West,AD000186
KC-16675,United States,Seattle,Washington,98105,West,AD000187
CJ-12010,United States,Huntington Beach,California,92646,West,AD000188
PB-19150,United States,Los Angeles,California,90004,West,AD000189
VB-21745,United States,Richmond,Kentucky,40475,South,AD000190
SP-20860,United States,Los Angeles,California,90045,West,AD000191
JE-15745,United States,Louisville,Colorado,80027,West,AD000192
MP-17965,United States,Lawrence,Massachusetts,1841,East,AD000193
NF-18385,United States,Jackson,Mississippi,39212,South,AD000194
JM-15265,United States,Canton,Michigan,48187,Central,AD000195
SD-20485,United States,New Rochelle,New York,10801,East,AD000196
KH-16630,United States,San Antonio,Texas,78207,Central,AD000197
RB-19795,United States,Gastonia,North Carolina,28052,South,AD000198
DB-13060,United States,Lowell,Massachusetts,1852,East,AD000199
MK-18160,United States,Jacksonville,Florida,32216,South,AD000200
PO-19180,United States,Chicago,Illinois,60623,Central,AD000201
BB-11545,United States,Houston,Texas,77070,Central,AD000202
CV-12805,United States,New York City,New York,10024,East,AD000203
PK-19075,United States,Detroit,Michigan,48227,Central,AD000204
TB-21595,United States,Columbus,Indiana,47201,Central,AD000205
RB-19360,United States,Auburn,New York,13021,East,AD000206
EB-13705,United States,Akron,Ohio,44312,East,AD000207
KH-16630,United States,Norman,Oklahoma,73071,Central,AD000208
SC-20095,United States,Concord,California,94521,West,AD000209
NF-18385,United States,Decatur,Illinois,62521,Central,AD000210
JH-15985,United States,Seattle,Washington,98115,West,AD000211
TN-21040,United States,Phoenix,Arizona,85023,West,AD000212
JS-15940,United States,Park Ridge,Illinois,60068,Central,AD000213
DS-13180,United States,Amarillo,Texas,79109,Central,AD000214
CC-12670,United States,Chicago,Illinois,60610,Central,AD000215
MH-17785,United States,Lindenhurst,New York,11757,East,AD000216
JP-15520,United States,San Francisco,California,94110,West,AD000217
KH-16690,United States,Los Angeles,California,90008,West,AD000218
JE-15475,United States,Troy,New York,12180,East,AD000219
JG-15805,United States,New York City,New York,10024,East,AD000220
XP-21865,United States,San Diego,California,92024,West,AD000221
EM-14065,United States,New York City,New York,10024,East,AD000222
MT-18070,United States,Los Angeles,California,90045,West,AD000223
SA-20830,United States,Chicago,Illinois,60610,Central,AD000224
CW-11905,United States,Huntsville,Texas,77340,Central,AD000225
AJ-10960,United States,Rochester,New York,14609,East,AD000226
SS-20590,United States,Seattle,Washington,98115,West,AD000227
RO-19780,United States,Memphis,Tennessee,38109,South,AD000228
MD-17350,United States,Fayetteville,Arkansas,72701,South,AD000229
SC-20095,United States,Costa Mesa,California,92627,West,AD000230
MY-17380,United States,Parker,Colorado,80134,West,AD000231
EB-13705,United States,New York City,New York,10024,East,AD000232
CM-12385,United States,Atlanta,Georgia,30318,South,AD000233
LS-17245,United States,Gladstone,Missouri,64118,Central,AD000234
LF-17185,United States,Newark,Ohio,43055,East,AD000235
BN-11515,United States,Los Angeles,California,90049,West,AD000236
AD-10180,United States,Great Falls,Montana,59405,West,AD000237
DB-13210,United States,Houston,Texas,77041,Central,AD000238
MC-17605,United States,Detroit,Michigan,48234,Central,AD000239
LH-17155,United States,Los Angeles,California,90032,West,AD000240
BD-11605,United States,Lawrence,Massachusetts,1841,East,AD000241
PH-18790,United States,Lakeland,Florida,33801,South,AD000242
MG-18145,United States,Philadelphia,Pennsylvania,19134,East,AD000243
KB-16240,United States,Los Angeles,California,90036,West,AD000244
JC-15340,United States,Los Angeles,California,90032,West,AD000245
RL-19615,United States,Montgomery,Alabama,36116,South,AD000246
AA-10375,United States,Mesa,Arizona,85204,West,AD000247
EP-13915,United States,Chicago,Illinois,60653,Central,AD000248
MP-17470,United States,New York City,New York,10009,East,AD000249
DK-12985,United States,Henderson,Kentucky,42420,South,AD000250
BD-11500,United States,Green Bay,Wisconsin,54302,Central,AD000251
ES-14080,United States,Tucson,Arizona,85705,West,AD000252
LM-17065,United States,Springfield,Ohio,45503,East,AD000253
PG-18895,United States,Fort Worth,Texas,76106,Central,AD000254
AS-10135,United States,New York City,New York,10035,East,AD000255
DK-13225,United States,Chicago,Illinois,60653,Central,AD000256
BD-11320,United States,San Francisco,California,94110,West,AD000257
RC-19960,United States,Jacksonville,Florida,32216,South,AD000258
GT-14710,United States,Houston,Texas,77070,Central,AD000259
DK-13225,United States,Anaheim,California,92804,West,AD000260
AJ-10945,United States,Wilmington,North Carolina,28403,South,AD000261
OT-18730,United States,Los Angeles,California,90045,West,AD000262
LP-17080,United States,San Francisco,California,94110,West,AD000263
CA-12775,United States,Tampa,Florida,33614,South,AD000264
JF-15490,United States,Seattle,Washington,98105,West,AD000265
FP-14320,United States,Los Angeles,California,90008,West,AD000266
EB-13840,United States,Seattle,Washington,98105,West,AD000267
JF-15415,United States,New York City,New York,10024,East,AD000268
SF-20200,United States,Marysville,Washington,98270,West,AD000269
TG-21640,United States,Long Beach,California,90805,West,AD000270
CS-11950,United States,Chicago,Illinois,60610,Central,AD000271
CC-12145,United States,Los Angeles,California,90004,West,AD000272
DV-13465,United States,Denver,Colorado,80219,West,AD000273
BD-11725,United States,Richmond,Kentucky,40475,South,AD000274
ZC-21910,United States,Salem,Oregon,97301,West,AD000275
MS-17830,United States,Laredo,Texas,78041,Central,AD000276
LR-16915,United States,San Diego,California,92024,West,AD000277
TP-21130,United States,Philadelphia,Pennsylvania,19134,East,AD000278
CK-12205,United States,Philadelphia,Pennsylvania,19120,East,AD000279
AS-10240,United States,Tampa,Florida,33614,South,AD000280
AR-10510,United States,Philadelphia,Pennsylvania,19134,East,AD000281
NB-18655,United States,Dallas,Texas,75217,Central,AD000282
GD-14590,United States,Philadelphia,Pennsylvania,19143,East,AD000283
CK-12595,United States,Grove City,Ohio,43123,East,AD000284
NG-18355,United States,New York City,New York,10011,East,AD000285
CA-12265,United States,Chicago,Illinois,60610,Central,AD000286
SF-20965,United States,Dearborn,Michigan,48126,Central,AD000287
MO-17800,United States,New York City,New York,10009,East,AD000288
AT-10735,United States,Seattle,Washington,98115,West,AD000289
LC-17140,United States,San Francisco,California,94122,West,AD000290
FM-14380,United States,Aurora,Colorado,80013,West,AD000291
BD-11605,United States,Miami,Florida,33180,South,AD000292
DJ-13420,United States,Warner Robins,Georgia,31088,South,AD000293
ME-17725,United States,Aurora,Colorado,80013,West,AD000294
RB-19465,United States,Vallejo,California,94591,West,AD000295
JD-16150,United States,Minneapolis,Minnesota,55407,Central,AD000296
JL-15835,United States,Mission Viejo,California,92691,West,AD000297
SC-20305,United States,Rochester Hills,Michigan,48307,Central,AD000298
TW-21025,United States,Plainfield,New Jersey,7060,East,AD000299
CC-12430,United States,Columbus,Indiana,47201,Central,AD000300
BB-10990,United States,Sierra Vista,Arizona,85635,West,AD000301
AR-10825,United States,Vancouver,Washington,98661,West,AD000302
SR-20740,United States,New York City,New York,10024,East,AD000303
AR-10405,United States,New York City,New York,10035,East,AD000304
CR-12730,United States,Columbus,Ohio,43229,East,AD000305
EH-14125,United States,Aurora,Illinois,60505,Central,AD000306
CB-12025,United States,Arlington,Texas,76017,Central,AD000307
SP-20545,United States,New York City,New York,10011,East,AD000308
RC-19825,United States,Louisville,Kentucky,40214,South,AD000309
TH-21235,United States,Dallas,Texas,75081,Central,AD000310
RP-19390,United States,Cleveland,Ohio,44105,East,AD000311
MO-17800,United States,Chicago,Illinois,60653,Central,AD000312
TD-20995,United States,Quincy,Illinois,62301,Central,AD000313
RB-19570,United States,Columbus,Indiana,47201,Central,AD000314
CD-11980,United States,Tyler,Texas,75701,Central,AD000315
DJ-13630,United States,New York City,New York,10024,East,AD000316
GT-14635,United States,Burlington,North Carolina,27217,South,AD000317
MC-17845,United States,Jackson,Mississippi,39212,South,AD000318
RA-19285,United States,New York City,New York,10035,East,AD000319
NP-18325,United States,Waynesboro,Virginia,22980,South,AD000320
AB-10165,United States,Los Angeles,California,90036,West,AD000321
JO-15550,United States,Chester,Pennsylvania,19013,East,AD000322
Dl-13600,United States,Cleveland,Ohio,44105,East,AD000323
AS-10285,United States,Seattle,Washington,98103,West,AD000324
JK-15370,United States,Long Beach,California,90805,West,AD000325
BN-11470,United States,Cary,North Carolina,27511,South,AD000326
DP-13165,United States,New York City,New York,10035,East,AD000327
TH-21550,United States,New York City,New York,10035,East,AD000328
AP-10915,United States,Palm Coast,Florida,32137,South,AD000329
RS-19765,United States,Mount Vernon,New York,10550,East,AD000330
Dl-13600,United States,Seattle,Washington,98105,West,AD000331
SV-20365,United States,Dover,Delaware,19901,East,AD000332
KC-16540,United States,Newark,Ohio,43055,East,AD000333
CK-12325,United States,Orem,Utah,84057,West,AD000334
RD-19810,United States,Los Angeles,California,90045,West,AD000335
MP-17965,United States,Detroit,Michigan,48205,Central,AD000336
MR-17545,United States,Philadelphia,Pennsylvania,19140,East,AD000337
SC-20695,United States,Hialeah,Florida,33012,South,AD000338
JF-15355,United States,Austin,Texas,78745,Central,AD000339
EG-13900,United States,Oceanside,New York,11572,East,AD000340
DS-13030,United States,Seattle,Washington,98115,West,AD000341
GZ-14470,United States,San Francisco,California,94110,West,AD000342
PO-19195,United States,Naperville,Illinois,60540,Central,AD000343
SS-20875,United States,Dallas,Texas,75220,Central,AD000344
MH-17785,United States,San Diego,California,92105,West,AD000345
PB-19105,United States,Evanston,Illinois,60201,Central,AD000346
RF-19735,United States,Trenton,Michigan,48183,Central,AD000347
YC-21895,United States,San Francisco,California,94110,West,AD000348
MS-17830,United States,Los Angeles,California,90036,West,AD000349
NB-18655,United States,Jacksonville,Florida,32216,South,AD000350
DC-13285,United States,Cottage Grove,Minnesota,55016,Central,AD000351
CP-12340,United States,New York City,New York,10009,East,AD000352
BF-11020,United States,Green Bay,Wisconsin,54302,Central,AD000353
AR-10510,United States,Los Angeles,California,90004,West,AD000354
JC-16105,United States,Atlanta,Georgia,30318,South,AD000355
LH-17020,United States,Columbus,Ohio,43229,East,AD000356
CS-12250,United States,Bossier City,Louisiana,71111,South,AD000357
AJ-10795,United States,Saint Petersburg,Florida,33710,South,AD000358
LE-16810,United States,Arlington,Virginia,22204,South,AD000359
BV-11245,United States,Des Moines,Iowa,50315,Central,AD000360
DL-12865,United States,Cincinnati,Ohio,45231,East,AD000361
NZ-18565,United States,San Francisco,California,94110,West,AD000362
BM-11785,United States,Columbus,Ohio,43229,East,AD000363
EA-14035,United States,Columbia,South Carolina,29203,South,AD000364
CL-12565,United States,Lancaster,California,93534,West,AD000365
LT-17110,United States,Lancaster,California,93534,West,AD000366
SA-20830,United States,Richmond,Virginia,23223,South,AD000367
JK-15730,United States,Asheville,North Carolina,28806,South,AD000368
ES-14020,United States,San Francisco,California,94110,West,AD000369
RH-19495,United States,Rochester,Minnesota,55901,Central,AD000370
DB-13120,United States,Rochester,New York,14609,East,AD000371
CD-11920,United States,Lake Elsinore,California,92530,West,AD000372
HW-14935,United States,San Diego,California,92105,West,AD000373
HW-14935,United States,New York City,New York,10024,East,AD000374
MC-18130,United States,Monroe,Louisiana,71203,South,AD000375
GM-14440,United States,San Francisco,California,94122,West,AD000376
RA-19915,United States,Denver,Colorado,80219,West,AD000377
AA-10375,United States,Omaha,Nebraska,68104,Central,AD000378
ZC-21910,United States,Edmonds,Washington,98026,West,AD000379
PJ-19015,United States,Santa Ana,California,92704,West,AD000380
BW-11110,United States,Milwaukee,Wisconsin,53209,Central,AD000381
DB-13210,United States,Philadelphia,Pennsylvania,19140,East,AD000382
CA-12775,United States,Philadelphia,Pennsylvania,19140,East,AD000383
TR-21325,United States,Belleville,New Jersey,7109,East,AD000384
PG-18820,United States,San Francisco,California,94110,West,AD000385
GT-14710,United States,Lakeville,Minnesota,55044,Central,AD000386
JE-15745,United States,Florence,Kentucky,41042,South,AD000387
JB-15400,United States,Tampa,Florida,33614,South,AD000388
LH-17020,United States,Tyler,Texas,75701,Central,AD000389
JL-15175,United States,Columbia,Tennessee,38401,South,AD000390
EB-13705,United States,Fort Worth,Texas,76106,Central,AD000391
BM-11650,United States,New York City,New York,10035,East,AD000392
EM-14095,United States,Los Angeles,California,90036,West,AD000393
AF-10885,United States,Louisville,Kentucky,40214,South,AD000394
GA-14725,United States,Lorain,Ohio,44052,East,AD000395
CK-12760,United States,Linden,New Jersey,7036,East,AD000396
DP-13105,United States,Salinas,California,93905,West,AD000397
VD-21670,United States,Jackson,Mississippi,39212,South,AD000398
GT-14710,United States,New York City,New York,10035,East,AD000399
BK-11260,United States,New York City,New York,10035,East,AD000400
SJ-20125,United States,New Brunswick,New Jersey,8901,East,AD000401
CM-12445,United States,San Francisco,California,94122,West,AD000402
AJ-10795,United States,Jacksonville,Florida,32216,South,AD000403
AJ-10780,United States,Springfield,Virginia,22153,South,AD000404
LS-16945,United States,Philadelphia,Pennsylvania,19140,East,AD000405
GP-14740,United States,Lancaster,Pennsylvania,17602,East,AD000406
PK-18910,United States,Philadelphia,Pennsylvania,19143,East,AD000407
TB-21520,United States,Concord,New Hampshire,3301,East,AD000408
SM-20005,United States,New York City,New York,10009,East,AD000409
GA-14725,United States,Charlotte,North Carolina,28205,South,AD000410
CC-12430,United States,Concord,New Hampshire,3301,East,AD000411
AG-10765,United States,Philadelphia,Pennsylvania,19120,East,AD000412
HP-14815,United States,New York City,New York,10024,East,AD000413
DK-13090,United States,Springfield,Virginia,22153,South,AD000414
GZ-14470,United States,San Francisco,California,94109,West,AD000415
PM-19135,United States,Detroit,Michigan,48227,Central,AD000416
LL-16840,United States,Rochester,New York,14609,East,AD000417
JS-15595,United States,Los Angeles,California,90045,West,AD000418
OT-18730,United States,San Diego,California,92105,West,AD000419
EL-13735,United States,Columbia,Maryland,21044,East,AD000420
CK-12760,United States,San Francisco,California,94122,West,AD000421
JE-15475,United States,New Rochelle,New York,10801,East,AD000422
TH-21550,United States,Detroit,Michigan,48227,Central,AD000423
PC-18745,United States,San Francisco,California,94122,West,AD000424
HL-15040,United States,Houston,Texas,77095,Central,AD000425
MS-17365,United States,Detroit,Michigan,48227,Central,AD000426
GB-14530,United States,Auburn,New York,13021,East,AD000427
JR-16210,United States,Springfield,Ohio,45503,East,AD000428
TD-20995,United States,Garland,Texas,75043,Central,AD000429
DB-13060,United States,Chicago,Illinois,60653,Central,AD000430
LC-17140,United States,Los Angeles,California,90032,West,AD000431
PO-18865,United States,New York City,New York,10009,East,AD000432
BE-11335,United States,Jackson,Michigan,49201,Central,AD000433
SC-20050,United States,Norwich,Connecticut,6360,East,AD000434
BM-11650,United States,Milwaukee,Wisconsin,53209,Central,AD000435
KL-16555,United States,San Antonio,Texas,78207,Central,AD000436
RW-19630,United States,Dallas,Texas,75220,Central,AD000437
RC-19825,United States,Alexandria,Virginia,22304,South,AD000438
SE-20110,United States,New York City,New York,10009,East,AD000439
AH-10075,United States,New York City,New York,10011,East,AD000440
JM-15535,United States,Philadelphia,Pennsylvania,19143,East,AD000441
JJ-15760,United States,Springfield,Virginia,22153,South,AD000442
AB-10165,United States,Toledo,Ohio,43615,East,AD000443
RK-19300,United States,Philadelphia,Pennsylvania,19140,East,AD000444
CG-12040,United States,Philadelphia,Pennsylvania,19120,East,AD000445
RA-19885,United States,Farmington,New Mexico,87401,West,AD000446
RP-19270,United States,Riverside,California,92503,West,AD000447
KC-16255,United States,San Francisco,California,94110,West,AD000448
RW-19630,United States,Torrance,California,90503,West,AD000449
JL-15850,United States,Seattle,Washington,98105,West,AD000450
CA-12775,United States,Mesa,Arizona,85204,West,AD000451
RB-19795,United States,Philadelphia,Pennsylvania,19120,East,AD000452
KH-16360,United States,Philadelphia,Pennsylvania,19143,East,AD000453
GH-14665,United States,Round Rock,Texas,78664,Central,AD000454
SW-20275,United States,Jackson,Mississippi,39212,South,AD000455
JA-15970,United States,Phoenix,Arizona,85023,West,AD000456
DL-12925,United States,Oceanside,California,92054,West,AD000457
LW-16990,United States,San Francisco,California,94110,West,AD000458
TB-21190,United States,Fayetteville,Arkansas,72701,South,AD000459
CV-12805,United States,San Francisco,California,94110,West,AD000460
MS-17365,United States,Boca Raton,Florida,33433,South,AD000461
BS-11800,United States,New York City,New York,10011,East,AD000462
DL-13315,United States,Philadelphia,Pennsylvania,19134,East,AD000463
PO-19195,United States,New York City,New York,10011,East,AD000464
TD-20995,United States,Portland,Oregon,97206,West,AD000465
BW-11110,United States,Detroit,Michigan,48205,Central,AD000466
RW-19690,United States,Wilmington,North Carolina,28403,South,AD000467
KB-16600,United States,Columbus,Indiana,47201,Central,AD000468
EB-13870,United States,New York City,New York,10035,East,AD000469
TZ-21580,United States,Louisville,Colorado,80027,West,AD000470
AS-10630,United States,Pasadena,Texas,77506,Central,AD000471
TS-21340,United States,Houston,Texas,77041,Central,AD000472
JG-15805,United States,Auburn,New York,13021,East,AD000473
SL-20155,United States,Jacksonville,Florida,32216,South,AD000474
TS-21610,United States,New York City,New York,10024,East,AD000475
RF-19735,United States,San Jose,California,95123,West,AD000476
MW-18235,United States,Virginia Beach,Virginia,23464,South,AD000477
RD-19585,United States,Henderson,Kentucky,42420,South,AD000478
