OrderID,Sales,Discount,Profit,BillingID
CA-2016-109806,648,0.0,311,B000092
CA-2015-149587,1296,0.0,622,B000093
CA-2015-149587,5334,0.0,1653,B000094
CA-2015-149587,3296,0.0,1615,B000095
US-2017-109484,568,0.7,-378,B000096
CA-2017-161018,9653,0.0,4054,B000097
CA-2017-157833,5131,0.2,1795,B000098
CA-2016-149223,7788,0.0,2258,B000099
CA-2016-158568,6462,0.2,2261,B000100
CA-2016-158568,9597,0.2,-1079,B000101
CA-2016-158568,178,0.8,-303,B000102
CA-2016-129903,2392,0.0,1172,B000103
US-2015-156867,23889,0.2,-2687,B000104
US-2015-156867,10236,0.2,-383,B000105
US-2015-156867,3688,0.7,-2581,B000106
CA-2017-119004,7411,0.2,1760,B000107
CA-2017-119004,2799,0.2,209,B000108
CA-2017-119004,330,0.2,107,B000109
CA-2015-129476,33996,0.2,6799,B000110
CA-2017-146780,4196,0.0,1090,B000111
CA-2016-128867,7595,0.0,2278,B000112
CA-2016-128867,2724,0.0,1334,B000113
CA-2014-115259,4009,0.2,1453,B000114
CA-2014-115259,472,0.2,165,B000115
CA-2014-115259,2397,0.2,749,B000116
CA-2014-115259,13046,0.2,4403,B000117
CA-2015-110457,78753,0.0,16538,B000118
US-2015-136476,15779,0.7,-11571,B000119
CA-2016-103730,4704,0.0,1834,B000120
CA-2016-103730,3084,0.0,1387,B000121
CA-2016-103730,22656,0.0,6343,B000122
CA-2016-103730,11502,0.0,5175,B000123
CA-2016-103730,6804,0.0,1973,B000124
US-2014-152030,60055,0.3,-857,B000125
US-2014-134614,61770,0.5,-40768,B000126
US-2017-107272,238,0.7,-183,B000127
US-2017-107272,24399,0.2,3049,B000128
US-2016-125969,8142,0.2,-916,B000129
US-2016-125969,23856,0.0,2624,B000130
US-2017-164147,5997,0.4,-1199,B000131
US-2017-164147,7830,0.2,2936,B000132
US-2017-164147,2145,0.2,697,B000133
CA-2016-145583,2004,0.0,961,B000134
CA-2016-145583,3544,0.0,1665,B000135
CA-2016-145583,1152,0.0,345,B000136
CA-2016-145583,401,0.0,196,B000137
CA-2016-145583,7617,0.2,2666,B000138
CA-2016-145583,6588,0.0,1844,B000139
CA-2016-145583,4312,0.0,2069,B000140
CA-2016-110366,8280,0.2,1035,B000141
CA-2017-106180,882,0.0,238,B000142
CA-2017-106180,1086,0.0,510,B000143
CA-2017-106180,14369,0.0,6897,B000144
CA-2017-155376,83943,0.0,21825,B000145
CA-2015-110744,67193,0.0,2015,B000146
CA-2014-110072,9388,0.2,1290,B000147
CA-2016-114489,38445,0.0,10380,B000148
CA-2016-114489,14997,0.0,599,B000149
CA-2016-114489,195184,0.0,58555,B000150
CA-2016-114489,17155,0.0,8062,B000151
CA-2016-158834,15791,0.2,1776,B000152
CA-2016-158834,20318,0.2,1523,B000153
CA-2015-124919,5838,0.0,2627,B000154
CA-2015-124919,10552,0.0,4853,B000155
CA-2015-124919,8088,0.0,2102,B000156
CA-2015-118948,663,0.0,179,B000157
CA-2014-104269,45756,0.2,5147,B000158
CA-2016-114104,1462,0.0,687,B000159
CA-2016-114104,94493,0.0,23623,B000160
CA-2016-162733,598,0.0,269,B000161
CA-2015-119697,5438,0.2,135,B000162
CA-2016-154508,2840,0.0,1334,B000163
CA-2016-113817,2768,0.2,968,B000164
CA-2014-139892,993,0.2,273,B000165
CA-2014-139892,815995,0.4,-135999,B000166
CA-2014-139892,27592,0.2,-5863,B000167
CA-2014-139892,174006,0.3,-2485,B000168
CA-2014-139892,3206,0.2,681,B000169
CA-2014-139892,17798,0.8,-45384,B000170
CA-2014-139892,14397,0.2,899,B000171
CA-2014-118962,2094,0.0,984,B000172
CA-2014-118962,11096,0.0,5326,B000173
CA-2014-118962,34014,0.2,2125,B000174
US-2014-100853,5244,0.8,-13112,B000175
US-2014-100853,2016,0.2,655,B000176
US-2017-152366,9726,0.8,-24316,B000177
US-2015-101511,39680,0.3,-1133,B000178
US-2015-101511,1588,0.2,-377,B000179
CA-2015-137225,328,0.0,141,B000180
CA-2014-166191,2481,0.2,186,B000181
CA-2014-166191,40874,0.2,7663,B000182
CA-2014-158274,50396,0.0,13102,B000183
CA-2014-158274,14994,0.0,4198,B000184
CA-2014-158274,2900,0.0,725,B000185
CA-2016-105018,716,0.0,343,B000186
CA-2014-123260,17680,0.0,2298,B000187
CA-2016-157000,3722,0.2,372,B000188
CA-2016-157000,2001,0.2,625,B000189
CA-2015-102281,89913,0.2,11239,B000190
CA-2015-102281,7176,0.0,2009,B000191
CA-2015-102281,5184,0.0,2488,B000192
CA-2015-102281,62635,0.2,4697,B000193
CA-2015-102281,1989,0.0,656,B000194
CA-2015-131457,1428,0.0,671,B000195
CA-2014-140004,740,0.2,120,B000196
CA-2014-140004,604,0.2,158,B000197
CA-2017-107720,4626,0.0,1202,B000198
US-2017-124303,294,0.7,-225,B000199
US-2017-124303,1605,0.2,582,B000200
CA-2017-105074,2174,0.2,679,B000201
CA-2014-133690,21875,0.5,-16187,B000202
CA-2014-133690,260,0.2,29,B000203
US-2017-116701,6628,0.8,-17896,B000204
CA-2017-126382,3516,0.2,967,B000205
CA-2017-108329,44476,0.2,4447,B000206
CA-2017-135860,8392,0.0,587,B000207
CA-2017-135860,13197,0.0,3563,B000208
CA-2017-135860,1592,0.0,748,B000209
CA-2017-135860,5229,0.0,1620,B000210
CA-2017-135860,9199,0.0,367,B000211
CA-2015-101007,2080,0.2,650,B000212
CA-2015-146262,2368,0.2,888,B000213
CA-2015-146262,45245,0.5,-24432,B000214
CA-2015-146262,6298,0.4,-1469,B000215
CA-2015-146262,118800,0.7,-95040,B000216
CA-2015-146262,8958,0.2,447,B000217
CA-2016-130162,9306,0.0,2605,B000218
CA-2016-130162,30237,0.2,2267,B000219
CA-2015-169397,558,0.2,181,B000220
CA-2015-169397,2270,0.2,823,B000221
CA-2015-169397,1977,0.7,-1384,B000222
CA-2015-169397,7270,0.2,1908,B000223
CA-2015-169397,47998,0.7,-38399,B000224
CA-2015-169397,2716,0.2,271,B000225
CA-2015-163055,220,0.0,96,B000226
CA-2015-163055,62245,0.0,13693,B000227
CA-2015-163055,2198,0.0,21,B000228
US-2015-145436,16156,0.2,-2827,B000229
US-2015-145436,38969,0.2,4384,B000230
US-2014-156216,1864,0.7,-1243,B000231
US-2017-100930,23386,0.45,-10204,B000232
US-2017-100930,62061,0.45,-24824,B000233
US-2017-100930,532,0.7,-355,B000234
US-2017-100930,25807,0.2,0,B000235
US-2017-100930,61797,0.2,-772,B000236
CA-2017-160514,1056,0.0,475,B000237
CA-2016-157749,2592,0.2,939,B000238
CA-2016-157749,41968,0.6,-35672,B000239
CA-2016-157749,1168,0.6,-467,B000240
CA-2016-157749,3198,0.2,1119,B000241
CA-2016-157749,17722,0.5,-12051,B000242
CA-2016-157749,404,0.6,-283,B000243
CA-2016-157749,740,0.2,120,B000244
CA-2014-131926,200186,0.0,58053,B000245
CA-2014-131926,16672,0.0,4168,B000246
CA-2014-131926,4788,0.0,2394,B000247
CA-2014-131926,150325,0.0,49607,B000248
CA-2014-131926,2592,0.0,1244,B000249
CA-2016-154739,32156,0.2,2813,B000250
CA-2016-145625,761,0.0,357,B000251
CA-2016-145625,334737,0.0,63600,B000252
CA-2016-146941,8058,0.0,2256,B000253
CA-2016-146941,36192,0.0,16286,B000254
US-2015-159982,1213,0.6,-849,B000255
US-2015-159982,8236,0.2,-1956,B000256
US-2015-159982,5392,0.2,404,B000257
US-2015-159982,64790,0.2,5669,B000258
CA-2017-163139,2037,0.0,692,B000259
CA-2017-163139,22155,0.0,664,B000260
CA-2017-163139,1752,0.2,613,B000261
US-2017-155299,162,0.8,-446,B000262
US-2014-106992,305998,0.4,-50999,B000263
US-2014-106992,251995,0.4,-25199,B000264
CA-2016-125318,32822,0.2,2871,B000265
CA-2015-155040,7990,0.0,3515,B000266
CA-2017-136826,1401,0.2,473,B000267
CA-2016-111010,756,0.0,30,B000268
US-2017-145366,3720,0.2,-744,B000269
US-2017-145366,5757,0.2,2159,B000270
CA-2017-163979,72584,0.0,21049,B000271
CA-2015-155334,20993,0.0,9236,B000272
CA-2015-155334,528,0.0,232,B000273
CA-2015-155334,1092,0.2,409,B000274
CA-2017-118136,882,0.0,405,B000275
CA-2017-118136,598,0.0,155,B000276
CA-2017-132976,1164,0.2,407,B000277
CA-2017-132976,1817,0.2,590,B000278
CA-2017-132976,5971,0.2,597,B000279
CA-2017-132976,2484,0.2,869,B000280
US-2015-161991,208,0.8,-343,B000281
US-2015-161991,111440,0.2,37611,B000282
CA-2015-130890,103883,0.2,5194,B000283
CA-2015-130883,14176,0.2,4784,B000284
CA-2015-130883,23980,0.2,4796,B000285
CA-2015-130883,3110,0.2,1088,B000286
CA-2016-112697,25405,0.7,-16937,B000287
CA-2016-112697,19452,0.2,2431,B000288
CA-2016-112697,96148,0.2,-20431,B000289
CA-2016-110772,1909,0.2,668,B000290
CA-2016-110772,1849,0.2,624,B000291
CA-2016-110772,25598,0.2,5439,B000292
CA-2016-110772,8697,0.5,-4870,B000293
CA-2014-111451,30041,0.2,7885,B000294
CA-2014-111451,23035,0.2,2015,B000295
CA-2014-111451,21835,0.2,-2456,B000296
CA-2014-111451,7859,0.7,-6288,B000297
CA-2014-111451,2755,0.2,929,B000298
CA-2016-142545,3240,0.0,1555,B000299
CA-2016-142545,108248,0.0,1082,B000300
CA-2016-142545,5691,0.0,2731,B000301
CA-2016-142545,7759,0.0,3802,B000302
CA-2016-142545,1428,0.0,656,B000303
US-2017-152380,21907,0.5,-13144,B000304
CA-2015-144253,2680,0.0,1286,B000305
CA-2014-130960,984,0.0,285,B000306
CA-2014-111003,4548,0.0,2092,B000307
CA-2014-111003,28920,0.0,8386,B000308
CA-2017-126774,488,0.0,200,B000309
CA-2016-142902,1513,0.2,359,B000310
CA-2016-142902,46676,0.2,5251,B000311
CA-2016-142902,1523,0.2,171,B000312
CA-2016-142902,626,0.2,203,B000313
CA-2014-120887,8754,0.0,3764,B000314
CA-2014-167850,17838,0.2,2229,B000315
CA-2014-167850,1555,0.2,544,B000316
CA-2014-164259,9913,0.2,867,B000317
CA-2014-164973,13588,0.1,2415,B000318
CA-2014-164973,399198,0.0,199599,B000319
CA-2014-164973,27594,0.0,8002,B000320
CA-2014-164973,36000,0.0,12960,B000321
CA-2014-164973,4357,0.0,1307,B000322
CA-2014-156601,716,0.0,358,B000323
CA-2016-162138,25152,0.2,8174,B000324
CA-2016-162138,9999,0.0,3499,B000325
CA-2017-153339,1599,0.2,99,B000326
US-2016-141544,29089,0.4,-6787,B000327
US-2016-141544,5422,0.2,338,B000328
US-2016-141544,78674,0.3,-25850,B000329
US-2016-141544,10024,0.2,3383,B000330
US-2016-141544,3776,0.7,-2769,B000331
US-2016-150147,8280,0.4,-2070,B000332
US-2016-150147,2072,0.7,-1381,B000333
US-2016-150147,489,0.7,-342,B000334
CA-2015-137946,475,0.2,160,B000335
CA-2015-137946,95998,0.2,33599,B000336
CA-2015-137946,1436,0.2,449,B000337
CA-2014-129924,771,0.2,279,B000338
CA-2014-129924,69835,0.2,-1745,B000339
CA-2015-128167,496,0.0,233,B000340
CA-2014-122336,1785,0.2,111,B000341
CA-2014-122336,50997,0.7,-40797,B000342
CA-2014-122336,3099,0.2,1007,B000343
CA-2014-122336,7192,0.4,839,B000344
US-2015-120712,8880,0.2,-222,B000345
CA-2017-169901,4797,0.2,479,B000346
CA-2017-134306,756,0.0,309,B000347
CA-2017-134306,2456,0.0,1154,B000348
CA-2017-134306,1296,0.0,414,B000349
CA-2016-129714,679,0.0,230,B000350
CA-2016-129714,2456,0.0,1154,B000351
CA-2016-129714,304,0.2,106,B000352
CA-2016-129714,4912,0.0,2308,B000353
CA-2016-129714,435516,0.2,141542,B000354
CA-2016-138520,38870,0.2,-485,B000355
CA-2016-138520,826,0.0,379,B000356
CA-2016-138520,1704,0.0,698,B000357
CA-2016-138520,3440,0.0,1582,B000358
CA-2016-130001,3624,0.2,1132,B000359
CA-2017-155698,64784,0.0,16843,B000360
CA-2017-155698,2070,0.0,993,B000361
CA-2017-144904,2070,0.0,993,B000362
CA-2017-144904,48864,0.1,8687,B000363
CA-2017-144904,556,0.0,144,B000364
CA-2017-144904,4712,0.0,2073,B000365
CA-2014-123344,21196,0.0,847,B000366
CA-2016-155516,2320,0.0,1044,B000367
CA-2016-155516,736,0.0,14,B000368
CA-2016-155516,10479,0.0,2934,B000369
CA-2016-155516,104392,0.0,27141,B000370
CA-2017-104745,2592,0.2,939,B000371
CA-2017-104745,5342,0.2,467,B000372
US-2014-119137,816,0.7,-571,B000373
US-2014-119137,102393,0.2,17918,B000374
US-2014-119137,924,0.2,92,B000375
US-2014-119137,47904,0.2,-2994,B000376
US-2016-134656,9913,0.2,3098,B000377
US-2017-134481,148842,0.3,-29768,B000378
CA-2015-130792,865,0.8,-2033,B000379
CA-2015-130792,2383,0.2,268,B000380
CA-2015-130792,1217,0.8,-1887,B000381
CA-2016-134775,5096,0.0,2548,B000382
CA-2016-134775,4953,0.2,1733,B000383
CA-2015-125395,4190,0.0,879,B000384
US-2015-168935,37545,0.45,-15700,B000385
US-2015-168935,8397,0.2,-104,B000386
CA-2015-122756,48234,0.7,-33763,B000387
CA-2015-122756,296,0.2,77,B000388
CA-2014-115973,262,0.2,42,B000389
CA-2017-101798,2336,0.2,788,B000390
CA-2017-101798,3997,0.0,1359,B000391
US-2014-135972,24638,0.2,2771,B000392
US-2014-135972,179997,0.0,70198,B000393
US-2014-134971,1246,0.8,-2056,B000394
CA-2017-102946,7579,0.2,2557,B000395
CA-2017-165603,4996,0.0,949,B000396
CA-2017-165603,1296,0.0,622,B000397
CA-2015-122259,7012,0.0,2103,B000398
CA-2016-108987,3595,0.2,359,B000399
CA-2016-108987,239626,0.32,-31715,B000400
CA-2016-108987,13113,0.2,-3278,B000401
CA-2016-108987,5758,0.2,71,B000402
CA-2014-113166,956,0.2,346,B000403
CA-2014-155208,3907,0.2,976,B000404
CA-2017-117933,3590,0.0,969,B000405
CA-2017-117457,17995,0.0,3778,B000406
CA-2017-117457,119997,0.2,43499,B000407
CA-2017-117457,2715,0.0,1330,B000408
CA-2017-117457,100402,0.2,-11295,B000409
CA-2017-117457,968,0.0,464,B000410
CA-2017-117457,2835,0.0,1360,B000411
CA-2017-117457,5598,0.0,2743,B000412
CA-2017-117457,133682,0.15,3145,B000413
CA-2017-117457,11356,0.2,-1845,B000414
CA-2017-142636,13986,0.0,6573,B000415
CA-2017-142636,30713,0.2,2687,B000416
CA-2017-122105,9592,0.0,2589,B000417
CA-2016-148796,38380,0.2,3838,B000418
CA-2017-154816,578,0.0,283,B000419
CA-2017-110478,932,0.0,270,B000420
CA-2017-110478,1525,0.0,701,B000421
CA-2014-142048,19675,0.2,5656,B000422
CA-2017-125388,5656,0.0,1470,B000423
CA-2017-125388,3270,0.0,850,B000424
CA-2017-155705,86640,0.0,22526,B000425
CA-2017-149160,2840,0.0,1107,B000426
CA-2017-149160,28792,0.0,13820,B000427
CA-2014-101476,6998,0.0,3009,B000428
CA-2017-152275,667,0.2,50,B000429
US-2016-123750,18958,0.7,-14535,B000430
US-2016-123750,40874,0.2,7663,B000431
US-2016-123750,29195,0.2,5474,B000432
US-2016-123750,476,0.2,-77,B000433
CA-2016-127369,71430,0.0,20714,B000434
US-2014-150574,481,0.7,-368,B000435
US-2014-150574,24780,0.2,-1858,B000436
CA-2016-147375,100797,0.3,4319,B000437
CA-2016-147375,31348,0.2,11363,B000438
CA-2017-130043,3187,0.2,1155,B000439
CA-2017-157252,20784,0.1,230,B000440
CA-2016-115756,1222,0.0,366,B000441
CA-2016-115756,19494,0.0,2339,B000442
CA-2016-115756,7095,0.0,2057,B000443
CA-2016-115756,9136,0.0,4202,B000444
CA-2016-115756,24294,0.0,2915,B000445
CA-2016-115756,2205,0.0,1058,B000446
CA-2017-154214,291,0.0,136,B000447
CA-2016-166674,5952,0.0,1547,B000448
CA-2016-166674,16194,0.0,971,B000449
CA-2016-166674,26388,0.0,7124,B000450
CA-2016-166674,3048,0.0,792,B000451
CA-2016-166674,984,0.0,285,B000452
CA-2016-166674,3511,0.0,913,B000453
CA-2017-147277,28436,0.4,-7583,B000454
CA-2017-147277,66540,0.2,6654,B000455
CA-2016-100153,6388,0.0,2491,B000456
US-2014-110674,12956,0.2,-2429,B000457
US-2016-157945,74755,0.3,-9611,B000458
US-2016-157945,892,0.2,334,B000459
CA-2015-109638,10392,0.0,3637,B000460
CA-2015-109638,89991,0.0,37796,B000461
CA-2015-109638,5131,0.2,1860,B000462
CA-2016-109869,2356,0.2,706,B000463
CA-2016-109869,127263,0.5,-81448,B000464
CA-2016-109869,2848,0.7,-2088,B000465
CA-2016-109869,18537,0.2,-3475,B000466
CA-2016-109869,7827,0.2,587,B000467
US-2015-101399,25474,0.6,-31206,B000468
CA-2017-154907,20533,0.32,-3623,B000469
US-2016-100419,478,0.8,-790,B000470
CA-2015-154144,5548,0.0,2663,B000471
CA-2014-144666,34092,0.0,340,B000472
CA-2014-144666,22266,0.15,1047,B000473
CA-2014-144666,70396,0.2,8799,B000474
CA-2014-144666,9252,0.0,2498,B000475
CA-2014-144666,6265,0.0,2881,B000476
CA-2014-144666,9485,0.0,4552,B000477
CA-2016-103891,9576,0.2,718,B000478
CA-2016-152632,4020,0.0,1929,B000479
CA-2016-100790,1470,0.0,661,B000480
CA-2016-100790,70425,0.0,8451,B000481
CA-2014-134677,909,0.0,190,B000482
CA-2014-127691,596,0.0,166,B000483
CA-2014-127691,15997,0.0,5759,B000484
CA-2017-140963,2960,0.0,1480,B000485
CA-2017-140963,51416,0.15,-3024,B000486
CA-2017-140963,27995,0.2,1749,B000487
CA-2014-154627,273595,0.2,34199,B000488
CA-2014-133753,799,0.2,59,B000489
CA-2014-133753,6398,0.2,1039,B000490
CA-2014-133753,7036,0.2,615,B000491
CA-2014-113362,44915,0.0,898,B000492
CA-2014-113362,1107,0.0,509,B000493
CA-2016-169166,9398,0.0,1315,B000494
US-2016-120929,18988,0.4,-9494,B000495
CA-2015-134782,10542,0.0,5165,B000496
CA-2016-126158,11961,0.2,4037,B000497
CA-2016-126158,25576,0.0,8184,B000498
CA-2016-126158,24156,0.2,1811,B000499
CA-2016-126158,6930,0.0,2286,B000500
US-2016-105578,2262,0.7,-1508,B000501
US-2016-105578,1495,0.7,-1196,B000502
US-2016-105578,80156,0.2,5009,B000503
US-2016-105578,237,0.7,-190,B000504
US-2016-105578,3279,0.2,1188,B000505
CA-2017-134978,1592,0.2,537,B000506
CA-2015-145352,274,0.0,73,B000507
CA-2015-145352,834,0.0,216,B000508
CA-2015-145352,4674,0.0,1168,B000509
CA-2015-145352,635495,0.0,317747,B000510
CA-2017-135307,12630,0.0,4041,B000511
CA-2017-135307,3804,0.0,1217,B000512
CA-2016-106341,715,0.2,71,B000513
CA-2017-163405,663,0.0,179,B000514
CA-2017-163405,588,0.0,170,B000515
CA-2017-127432,299995,0.0,137997,B000516
CA-2017-127432,5145,0.0,1389,B000517
CA-2017-127432,1196,0.0,538,B000518
CA-2017-127432,112602,0.0,5630,B000519
CA-2015-157812,1839,0.2,528,B000520
CA-2015-157812,12956,0.2,-2591,B000521
CA-2015-157812,1411,0.8,-2116,B000522
CA-2017-145142,21098,0.0,2109,B000523
US-2016-139486,5517,0.2,-1241,B000524
US-2016-139486,6626,0.0,2716,B000525
CA-2015-158792,2220,0.0,1043,B000526
CA-2017-113558,68395,0.2,4274,B000527
CA-2017-113558,4569,0.2,514,B000528
US-2015-138303,3633,0.2,-726,B000529
US-2015-138303,66624,0.2,-14990,B000530
US-2015-138303,5251,0.2,1969,B000531
CA-2015-102848,19072,0.2,1192,B000532
US-2017-129441,4794,0.0,239,B000533
CA-2016-168753,97995,0.0,27438,B000534
CA-2016-168753,2275,0.0,1137,B000535
CA-2016-126613,1676,0.2,146,B000536
US-2017-122637,4261,0.8,-6818,B000537
CA-2015-147851,1075,0.2,336,B000538
CA-2015-134894,15294,0.0,4129,B000539
CA-2015-134894,28392,0.0,7098,B000540
CA-2014-140795,46890,0.0,20631,B000541
CA-2016-136924,38086,0.2,3808,B000542
US-2015-120161,64677,0.2,-14552,B000543
CA-2014-103849,5811,0.2,726,B000544
CA-2014-103849,10079,0.2,629,B000545
CA-2014-103849,6611,0.6,-8429,B000546
CA-2017-162929,4128,0.2,1393,B000547
CA-2017-162929,1336,0.0,641,B000548
CA-2015-113173,25027,0.2,1564,B000549
CA-2015-113173,1136,0.8,-1704,B000550
CA-2015-113173,872,0.2,-174,B000551
CA-2016-136406,112156,0.2,0,B000552
CA-2017-112774,3450,0.2,603,B000553
CA-2017-101945,1082,0.2,257,B000554
CA-2017-100650,129578,0.0,31098,B000555
CA-2014-155852,1945,0.2,340,B000556
CA-2016-113243,2070,0.0,993,B000557
CA-2016-113243,133568,0.2,-21704,B000558
CA-2016-113243,3240,0.0,1555,B000559
CA-2017-118731,4260,0.0,1661,B000560
CA-2017-118731,8405,0.2,2731,B000561
CA-2014-145576,1300,0.2,130,B000562
CA-2014-145576,1312,0.2,377,B000563
CA-2015-130736,396,0.0,0,B000564
CA-2015-130736,261,0.0,120,B000565
CA-2017-137099,37437,0.2,4679,B000566
CA-2017-156951,9184,0.0,4500,B000567
CA-2017-156951,8108,0.2,2736,B000568
CA-2017-156951,1944,0.0,933,B000569
CA-2017-156951,45115,0.2,0,B000570
CA-2017-164826,7245,0.0,3477,B000571
CA-2017-164826,1396,0.0,642,B000572
CA-2017-164826,3326,0.2,1122,B000573
CA-2017-164826,1485,0.0,400,B000574
CA-2016-127250,882,0.0,238,B000575
CA-2015-149713,16072,0.0,7875,B000576
CA-2015-149713,1992,0.0,976,B000577
CA-2015-149713,730,0.0,219,B000578
CA-2017-118640,6971,0.2,871,B000579
CA-2017-118640,879,0.6,-571,B000580
CA-2015-132906,5152,0.0,154,B000581
CA-2017-145233,47037,0.2,5291,B000582
CA-2017-145233,10558,0.2,923,B000583
CA-2017-145233,3115,0.2,350,B000584
CA-2017-145233,678,0.7,-474,B000585
CA-2017-145233,40636,0.2,3047,B000586
CA-2015-128139,7098,0.0,496,B000587
CA-2015-128139,29493,0.0,14451,B000588
US-2016-156986,8478,0.2,-2013,B000589
US-2016-156986,2073,0.2,725,B000590
US-2016-156986,1682,0.7,-1289,B000591
US-2016-156986,1036,0.2,362,B000592
CA-2014-135405,934,0.2,116,B000593
CA-2014-135405,3120,0.2,975,B000594
CA-2014-131450,7612,0.0,2207,B000595
CA-2014-131450,119997,0.2,43499,B000596
CA-2014-131450,44596,0.2,5574,B000597
CA-2014-131450,32776,0.0,9177,B000598
CA-2016-120180,1163,0.2,101,B000599
US-2016-100720,14398,0.4,-2879,B000600
US-2016-100720,49437,0.4,-11535,B000601
US-2016-100720,584,0.2,73,B000602
CA-2014-149958,14277,0.2,1784,B000603
CA-2014-149958,4569,0.2,514,B000604
CA-2014-149958,721,0.7,-553,B000605
CA-2014-149958,4318,0.7,-3167,B000606
CA-2014-149958,13190,0.2,4781,B000607
US-2014-105767,328,0.7,-262,B000608
US-2014-105767,2116,0.2,238,B000609
US-2014-105767,5518,0.4,-1011,B000610
CA-2016-161816,36957,0.2,4157,B000611
CA-2016-161816,1571,0.2,569,B000612
CA-2016-121223,844,0.2,264,B000613
CA-2016-121223,72894,0.4,-15793,B000614
CA-2017-138611,11994,0.4,1599,B000615
CA-2017-138611,364,0.7,-279,B000616
CA-2017-117947,4047,0.0,1578,B000617
CA-2017-117947,994,0.0,308,B000618
CA-2017-117947,10742,0.2,3357,B000619
CA-2017-117947,3790,0.0,1099,B000620
CA-2017-117947,8802,0.0,2728,B000621
